sample_id,year,analyzer_id,p_grA_w_ratio,p_grB_w_ratio,p_grC_w_ratio,p_grD_w_ratio,p_grE_w_ratio,p_grF_w_ratio,p_grG_w_ratio,p_grA_c_ratio,p_grB_c_ratio,p_grC_c_ratio,p_grD_c_ratio,p_grE_c_ratio,p_grF_c_ratio,p_grG_c_ratio,p_grA_count,p_grB_count,p_grC_count,p_grD_count,p_grE_count,p_grF_count,p_grG_count,s_grA_w_ratio,s_grF_w_ratio,s_grH_w_ratio,s_grC_w_ratio,s_grB_w_ratio,s_grD_w_ratio,s_grA_c_ratio,s_grF_c_ratio,s_grH_c_ratio,s_grC_c_ratio,s_grB_c_ratio,s_grD_c_ratio,s_grA_count,s_grF_count,s_grH_count,s_grC_count,s_grB_count,s_grD_count,d_grA_w_ratio,d_grI_w_ratio,d_grJ_w_ratio,d_grK_w_ratio,d_grL_w_ratio,d_grM_w_ratio,d_grE_w_ratio,d_grN_w_ratio,d_grO_w_ratio,d_grP_w_ratio,d_grQ_w_ratio,d_grR_w_ratio,d_grD_w_ratio,d_grA_c_ratio,d_grI_c_ratio,d_grJ_c_ratio,d_grK_c_ratio,d_grL_c_ratio,d_grM_c_ratio,d_grE_c_ratio,d_grN_c_ratio,d_grO_c_ratio,d_grP_c_ratio,d_grQ_c_ratio,d_grR_c_ratio,d_grD_c_ratio,d_grA_count,d_grI_count,d_grJ_count,d_grK_count,d_grL_count,d_grM_count,d_grE_count,d_grN_count,d_grO_count,d_grP_count,d_grQ_count,d_grR_count,d_grD_count,all_length_mean,all_width_mean,all_thickness_mean,all_brightness_mean,all_length_sd,all_width_sd,all_thickness_sd,all_brightness_sd,grA_length_mean,grA_width_mean,grA_thickness_mean,grA_brightness_mean,grA_length_sd,grA_width_sd,grA_thickness_sd,grA_brightness_sd,measured_count,flag_crack,flag_features
1043,2024,662.0,72.3,0.3,0.0,0.0,0.0,0.0,12.4,76.7,0.7,3.3,2.9,0.1,0.0,28.1,372.0,2.0,0.0,47.0,25.0,28.0,491.0,72.5,28.7,0.7,0.0,0.0,6.3,61.7,20.2,3.6,3.5,0.2,9.3,806.0,472.0,14.0,0.0,0.0,115.0,53.5,4.1,4.9,8.4,1.6,20.6,0.0,0.2,0.1,1.5,0,0.1,0.7,35.1,5.6,2.9,4.8,0.5,36.3,0.0,0.0,0.4,0.0,0,0.0,10.3,775.0,35.0,0.0,72.0,0.0,260.0,3.0,0.0,4.0,2.0,0,0.0,33.0,5.16,2.76,2.08,22.7,0.23,0.1,0.06,2.3,4.05,2.89,2.2,17.5,0.13,0.07,0.07,0.94,1082.0,有,有
1044,2024,752.0,67.6,0.3,1.5,15.1,1.2,1.7,32.2,46.6,0.0,0.0,0.0,2.6,0.5,26.7,805.0,0.0,87.0,152.0,18.0,11.0,527.0,78.0,39.2,4.1,6.2,0.0,2.3,37.3,52.3,0.0,1.6,0.0,2.8,389.0,444.0,5.0,9.0,1.0,26.0,80.2,2.0,0.4,2.6,0.8,30.5,2.7,0.0,0.2,9.5,0,0.0,2.8,57.0,3.4,8.3,0.1,2.1,25.3,1.8,0.3,0.2,0.0,0,0.5,0.0,829.0,67.0,32.0,41.0,0.0,363.0,0.0,0.0,0.0,80.0,0,5.0,9.0,5.1,2.74,2.1,22.4,0.33,0.1,0.08,2.7,4.62,2.89,1.35,18.0,0.13,0.08,0.05,1.79,1065.0,有,有
1045,2024,8.0,36.5,0.5,3.9,0.0,0.4,3.0,40.9,52.3,0.2,4.4,1.3,0.0,5.9,37.6,534.0,1.0,0.0,72.0,2.0,0.0,513.0,76.1,55.5,0.0,0.0,0.0,10.1,53.9,23.4,1.8,5.0,0.0,0.7,667.0,170.0,6.0,58.0,0.0,24.0,38.0,0.0,6.7,7.8,2.4,28.2,0.0,0.1,0.0,0.0,0,0.0,8.1,42.0,4.6,7.4,6.1,1.2,30.5,2.9,0.0,0.3,0.0,0,0.2,9.7,430.0,0.0,43.0,63.0,45.0,315.0,44.0,1.0,0.0,0.0,0,0.0,55.0,5.38,2.72,1.99,20.8,0.36,0.1,0.07,2.5,4.36,2.75,2.03,23.8,0.2,0.03,0.07,2.07,1054.0,有,有
1046,2024,907.0,88.7,0.3,3.3,0.0,1.2,2.3,46.6,47.7,0.0,0.0,0.0,1.6,5.1,59.6,507.0,7.0,211.0,12.0,4.0,63.0,499.0,62.3,27.0,3.0,0.0,0.1,2.5,61.6,46.4,0.0,3.5,0.1,0.0,628.0,301.0,0.0,44.0,0.0,120.0,47.8,4.7,4.5,0.9,3.4,25.9,0.0,0.0,0.1,0.0,0,0.6,0.0,62.7,1.9,2.6,4.3,0.0,26.1,1.5,0.3,0.0,14.5,0,0.1,7.9,610.0,0.0,51.0,72.0,14.0,460.0,0.0,2.0,0.0,56.0,0,0.0,81.0,5.25,2.7,2.04,23.1,0.27,0.09,0.07,2.2,5.62,2.89,2.2,10.1,0.19,0.08,0.08,1.23,1062.0,有,有
1047,2024,162.0,37.7,0.2,10.9,4.6,0.0,5.5,43.3,56.7,0.2,4.5,16.0,0.4,5.4,34.0,493.0,1.0,46.0,0.0,6.0,65.0,413.0,46.9,51.2,0.0,10.3,0.0,14.0,75.9,53.1,3.5,0.0,0.0,0.6,230.0,424.0,0.0,8.0,5.0,18.0,55.4,6.0,3.0,0.0,1.4,11.9,2.2,0.3,0.1,0.0,0,0.2,0.0,65.0,2.6,5.4,7.3,2.2,34.0,0.0,0.3,0.0,6.3,0,0.3,0.0,580.0,58.0,0.0,6.0,11.0,414.0,0.0,0.0,2.0,5.0,0,0.0,0.0,5.24,2.7,2.04,23.7,0.44,0.07,0.07,2.8,4.67,2.65,1.54,19.0,0.15,0.09,0.05,1.79,1082.0,有,有
1048,2024,902.0,60.9,0.3,2.9,11.4,0.0,0.1,32.6,44.2,0.2,5.6,3.7,0.0,3.7,61.4,715.0,0.0,0.0,0.0,0.0,31.0,165.0,46.4,31.5,1.7,0.0,0.2,0.0,63.3,30.2,3.8,0.0,0.0,7.2,359.0,291.0,20.0,0.0,4.0,65.0,65.0,3.4,0.0,0.0,0.0,27.3,2.3,0.2,0.1,0.0,0,0.0,4.1,65.7,3.9,2.2,0.0,1.9,33.6,2.2,0.0,0.1,1.2,0,0.1,5.0,564.0,0.0,21.0,46.0,12.0,326.0,30.0,4.0,2.0,0.0,0,0.0,96.0,5.31,2.75,2.04,24.3,0.28,0.09,0.08,2.1,3.75,2.89,2.01,16.6,0.16,0.07,0.05,1.11,1088.0,有,有
1049,2024,843.0,60.9,0.0,0.0,0.5,0.0,6.3,38.8,69.3,0.5,0.0,2.1,1.7,3.6,28.4,407.0,3.0,77.0,10.0,0.0,15.0,464.0,55.2,40.3,0.7,0.0,0.6,0.7,47.0,27.3,3.1,2.4,0.2,2.0,739.0,567.0,18.0,1.0,0.0,0.0,44.1,3.9,0.9,0.0,1.0,13.3,2.9,0.2,0.2,0.0,0,0.0,0.4,73.6,2.7,4.2,5.6,0.0,21.8,3.4,0.5,0.0,0.0,0,0.0,5.5,521.0,0.0,36.0,13.0,49.0,229.0,0.0,3.0,0.0,38.0,0,2.0,29.0,5.36,2.79,2.02,22.7,0.36,0.08,0.09,2.3,5.79,2.23,1.97,18.6,0.24,0.1,0.07,1.55,1109.0,有,有
1050,2024,445.0,47.6,0.4,0.0,6.4,0.8,3.1,23.1,29.5,0.7,0.0,0.0,0.0,0.0,22.7,453.0,0.0,0.0,0.0,33.0,0.0,515.0,60.8,41.2,0.7,6.2,0.1,16.7,64.5,42.0,3.3,2.9,0.3,3.0,742.0,590.0,0.0,23.0,5.0,48.0,45.0,0.4,2.9,1.3,2.1,25.1,1.3,0.3,0.1,0.0,0,0.3,11.5,68.7,6.1,4.9,0.0,0.0,28.6,1.3,0.0,0.0,0.0,0,0.7,2.4,318.0,48.0,62.0,6.0,18.0,273.0,18.0,0.0,0.0,15.0,0,0.0,2.0,5.28,2.76,1.99,23.8,0.48,0.1,0.11,2.1,2.88,2.89,1.64,21.3,0.16,0.07,0.08,1.05,1108.0,有,有
1051,2024,697.0,35.5,0.0,10.2,1.4,0.0,0.0,32.5,45.1,0.1,0.0,0.1,4.1,3.5,21.2,590.0,3.0,0.0,2.0,22.0,24.0,443.0,65.8,37.8,0.3,0.0,0.4,2.4,68.7,58.9,0.5,1.3,0.0,0.0,591.0,404.0,0.0,93.0,0.0,0.0,83.5,0.0,2.2,5.7,1.6,30.4,0.2,0.5,0.0,7.0,0,0.0,3.4,61.6,4.9,1.3,0.5,4.7,28.8,0.0,0.1,0.1,0.0,0,0.6,9.2,777.0,21.0,74.0,75.0,0.0,202.0,6.0,4.0,0.0,37.0,0,0.0,26.0,5.22,2.78,2.06,20.6,0.21,0.08,0.11,2.2,4.35,2.21,2.2,23.7,0.2,0.07,0.09,1.26,1001.0,有,有
1052,2024,833.0,30.0,0.3,3.3,0.0,0.0,3.5,34.7,49.8,0.4,0.0,0.0,0.3,0.0,45.0,659.0,4.0,0.0,70.0,0.0,63.0,516.0,79.8,50.3,0.2,0.0,0.8,6.2,69.1,30.2,0.0,6.1,0.1,0.0,730.0,654.0,0.0,0.0,7.0,67.0,36.6,1.9,2.9,5.1,1.8,25.8,1.1,0.3,0.0,13.1,0,0.0,9.0,51.0,2.4,0.3,0.0,3.1,47.5,0.7,0.0,0.0,6.5,0,0.0,7.4,314.0,74.0,39.0,40.0,19.0,205.0,0.0,1.0,0.0,0.0,0,4.0,109.0,5.27,2.73,2.09,23.1,0.37,0.07,0.08,2.2,3.61,2.89,1.85,17.3,0.13,0.07,0.05,1.78,1030.0,有,有
1053,2024,749.0,59.5,0.3,11.6,5.5,0.0,5.5,39.0,30.4,0.0,0.0,0.0,1.2,3.5,33.4,507.0,1.0,0.0,40.0,16.0,96.0,514.0,50.0,34.3,1.3,2.2,0.6,2.6,45.5,8.7,0.0,10.1,0.5,11.0,629.0,443.0,0.0,0.0,1.0,0.0,35.7,5.8,4.5,3.1,1.5,28.9,1.1,0.0,0.2,2.6,0,0.0,14.5,37.5,3.0,3.0,6.0,0.0,20.6,1.0,0.0,0.0,1.9,0,0.0,3.7,478.0,0.0,56.0,1.0,23.0,185.0,19.0,6.0,1.0,11.0,0,2.0,104.0,5.3,2.74,2.09,22.6,0.31,0.08,0.1,2.5,5.79,2.23,2.2,24.9,0.17,0.06,0.08,0.93,1068.0,有,有
1054,2024,784.0,38.2,0.0,7.2,0.0,0.0,4.9,26.6,61.4,0.0,10.0,0.0,1.2,0.2,28.5,728.0,0.0,133.0,4.0,3.0,8.0,344.0,88.7,40.4,0.0,0.0,0.0,6.2,66.9,39.7,2.8,4.5,0.3,9.9,589.0,485.0,15.0,72.0,0.0,67.0,45.9,1.5,1.1,5.8,1.3,43.8,0.0,0.5,0.0,9.8,0,0.0,0.0,66.7,3.3,4.3,0.0,0.0,24.8,0.0,0.1,0.1,12.0,0,0.1,9.2,625.0,44.0,126.0,26.0,34.0,279.0,35.0,0.0,2.0,0.0,0,3.0,62.0,5.33,2.78,2.03,22.0,0.24,0.09,0.07,2.6,5.79,1.87,1.69,17.6,0.12,0.06,0.04,0.91,1084.0,有,有
1055,2024,214.0,54.1,0.2,6.6,8.7,0.0,5.9,48.3,48.4,0.4,0.0,0.3,0.0,5.8,36.7,526.0,4.0,0.0,0.0,12.0,74.0,436.0,48.0,37.4,1.0,0.0,0.0,0.0,39.4,26.8,2.2,0.0,0.0,0.0,565.0,291.0,0.0,0.0,2.0,26.0,78.2,5.7,3.1,1.8,0.1,29.7,1.6,0.1,0.2,0.2,0,0.2,0.0,71.0,2.5,1.4,2.2,0.0,33.6,0.0,0.0,0.0,0.0,0,0.3,0.0,424.0,0.0,0.0,18.0,27.0,280.0,9.0,5.0,0.0,0.0,0,4.0,0.0,5.26,2.75,2.0,20.9,0.45,0.09,0.09,2.0,4.59,2.56,2.1,18.2,0.16,0.07,0.09,1.65,1131.0,有,有
1056,2024,999.0,62.8,0.3,6.9,0.0,0.0,0.5,25.6,63.0,0.2,0.0,0.0,1.0,0.0,36.2,570.0,0.0,0.0,0.0,6.0,0.0,293.0,58.0,27.6,1.0,0.0,0.1,11.1,50.4,45.8,0.0,3.0,0.0,0.0,416.0,488.0,21.0,0.0,4.0,69.0,38.2,3.0,7.2,5.3,0.1,37.0,0.0,0.3,0.0,0.0,0,0.4,0.0,60.9,5.3,6.0,5.9,1.6,38.0,2.3,0.1,0.1,0.0,0,0.7,2.4,396.0,0.0,102.0,75.0,0.0,358.0,29.0,2.0,0.0,0.0,0,0.0,138.0,5.08,2.74,2.1,25.0,0.45,0.08,0.09,1.9,5.08,2.34,1.87,14.4,0.25,0.07,0.09,0.88,1111.0,有,有
1057,2024,449.0,69.4,0.4,3.4,0.0,2.2,6.6,33.3,54.0,0.0,4.0,0.0,1.5,4.5,39.1,534.0,1.0,0.0,0.0,0.0,30.0,400.0,41.8,14.2,2.2,8.5,0.3,14.3,53.0,44.0,2.0,0.0,0.0,7.0,637.0,613.0,0.0,31.0,0.0,25.0,54.0,0.7,9.4,0.0,1.0,15.5,0.4,0.0,0.1,3.6,0,0.3,4.6,52.6,0.0,2.0,4.8,0.7,33.3,0.0,0.1,0.0,0.0,0,0.4,10.0,488.0,18.0,0.0,66.0,24.0,282.0,1.0,4.0,3.0,128.0,0,1.0,0.0,5.32,2.71,1.99,20.6,0.26,0.06,0.06,2.2,3.61,2.18,1.67,23.2,0.18,0.04,0.08,0.83,1062.0,有,無
1058,2024,519.0,67.1,0.0,2.9,3.6,1.7,0.3,33.4,49.1,0.4,0.0,1.2,0.0,0.0,40.1,592.0,0.0,0.0,53.0,40.0,79.0,440.0,39.3,60.7,0.0,5.0,0.3,0.0,65.4,42.5,2.6,4.1,0.6,0.9,385.0,451.0,0.0,8.0,0.0,0.0,39.5,2.5,7.7,4.4,0.0,15.6,0.0,0.0,0.0,0.0,0,0.1,1.5,44.9,4.2,4.5,4.8,1.3,29.2,0.4,0.5,0.0,3.3,0,0.0,2.7,310.0,43.0,53.0,27.0,35.0,242.0,2.0,1.0,0.0,0.0,0,0.0,32.0,5.13,2.77,2.04,22.3,0.43,0.1,0.09,2.0,5.79,2.89,1.54,22.0,0.07,0.08,0.09,0.97,1036.0,有,有
1059,2024,562.0,28.0,0.0,2.4,0.0,0.2,4.6,40.4,58.1,0.2,0.0,6.5,3.1,3.0,60.2,519.0,1.0,65.0,19.0,15.0,12.0,286.0,88.7,45.4,0.0,0.0,0.3,0.0,55.6,47.3,0.2,0.0,0.6,0.0,564.0,540.0,0.0,57.0,1.0,0.0,63.0,0.2,6.5,2.9,2.1,26.1,0.0,0.0,0.0,0.0,0,0.0,0.2,45.4,0.0,6.6,4.8,2.5,31.4,1.9,0.3,0.0,5.2,0,0.5,1.2,550.0,43.0,59.0,37.0,21.0,291.0,0.0,4.0,0.0,37.0,0,0.0,0.0,4.96,2.76,2.09,22.7,0.33,0.08,0.09,2.6,5.31,2.68,1.3,21.4,0.18,0.09,0.09,1.61,1097.0,有,有
1060,2024,754.0,68.7,0.0,2.6,0.0,1.0,4.8,40.7,48.6,0.1,0.0,3.4,1.1,4.6,39.9,712.0,0.0,30.0,16.0,0.0,68.0,272.0,79.0,41.3,0.0,15.5,0.2,5.8,64.4,29.4,0.6,3.3,0.0,0.0,471.0,197.0,10.0,17.0,0.0,140.0,61.8,3.8,5.2,4.1,1.0,23.5,0.0,0.2,0.0,3.8,0,0.1,8.4,41.8,4.7,1.0,0.0,0.0,20.8,0.6,0.1,0.0,0.0,0,0.3,1.5,715.0,0.0,6.0,0.0,18.0,380.0,10.0,2.0,1.0,0.0,0,8.0,48.0,5.37,2.76,2.02,22.1,0.19,0.1,0.1,2.0,3.89,1.83,1.95,24.1,0.18,0.1,0.08,1.5,1052.0,有,有
1061,2024,491.0,72.8,0.1,0.0,8.0,0.4,2.9,55.5,48.2,0.0,0.3,5.2,2.4,3.1,21.9,324.0,0.0,81.0,111.0,12.0,13.0,525.0,69.4,47.3,0.2,4.0,0.4,7.1,61.3,68.9,0.0,0.0,0.0,1.9,519.0,376.0,17.0,84.0,1.0,0.0,57.0,6.3,3.1,0.5,1.3,24.8,0.8,0.0,0.0,3.8,0,0.3,1.9,66.3,1.9,8.1,2.2,0.5,18.9,0.0,0.1,0.0,3.4,0,0.0,7.4,682.0,29.0,49.0,59.0,0.0,197.0,19.0,0.0,2.0,10.0,0,0.0,67.0,5.2,2.73,2.04,23.7,0.33,0.08,0.11,2.7,5.66,2.89,1.78,24.9,0.3,0.07,0.1,1.27,1058.0,有,有
1062,2024,495.0,55.2,0.5,0.0,4.8,1.6,0.0,31.4,49.7,0.0,2.0,7.0,2.7,3.0,26.4,408.0,0.0,0.0,19.0,18.0,27.0,286.0,88.7,24.9,0.9,5.9,0.5,0.9,58.0,45.1,1.4,0.0,0.4,7.7,627.0,354.0,0.0,0.0,1.0,0.0,55.2,2.3,4.5,2.3,0.0,21.8,0.4,0.0,0.0,4.7,0,0.0,0.0,31.7,3.3,3.6,5.0,1.0,22.9,0.7,0.1,0.0,0.2,0,0.2,0.0,688.0,0.0,5.0,14.0,0.0,305.0,0.0,3.0,0.0,0.0,0,2.0,48.0,5.02,2.74,2.03,21.6,0.29,0.07,0.09,2.1,4.08,1.83,0.81,18.6,0.24,0.07,0.05,1.88,1092.0,有,有
1063,2024,931.0,52.9,0.3,0.7,1.0,0.7,5.1,42.0,48.7,0.1,10.4,3.2,0.0,4.6,31.6,596.0,2.0,92.0,0.0,39.0,45.0,407.0,52.9,58.1,2.0,0.0,0.0,14.1,70.3,50.7,0.0,0.7,0.0,9.5,626.0,498.0,26.0,103.0,3.0,73.0,29.8,3.7,0.5,7.6,1.6,3.8,0.0,0.1,0.0,5.0,0,0.5,7.3,17.6,3.5,0.0,5.5,0.0,16.2,5.2,0.0,0.0,0.0,0,0.0,2.7,866.0,72.0,41.0,55.0,31.0,306.0,43.0,2.0,2.0,102.0,0,2.0,0.0,5.18,2.66,2.07,23.5,0.33,0.1,0.07,1.8,5.79,2.89,1.48,19.3,0.23,0.07,0.07,1.66,1081.0,有,有
1064,2024,957.0,61.6,0.4,0.0,0.0,1.2,4.9,38.1,59.6,0.2,13.0,8.0,2.0,3.3,34.9,638.0,4.0,0.0,31.0,9.0,47.0,300.0,88.7,21.9,0.0,10.4,0.2,6.6,38.3,29.1,0.5,6.0,0.4,0.1,672.0,254.0,2.0,0.0,4.0,43.0,52.8,1.8,3.3,0.0,2.6,23.3,0.7,0.0,0.3,13.7,0,0.4,4.0,61.2,2.5,4.0,2.2,1.3,16.5,1.5,0.2,0.1,0.0,0,0.0,5.3,411.0,8.0,5.0,14.0,16.0,277.0,0.0,1.0,1.0,0.0,0,0.0,110.0,5.28,2.71,1.99,20.8,0.28,0.08,0.09,1.9,5.79,2.89,2.12,24.9,0.19,0.04,0.08,1.87,1094.0,有,有
1065,2024,685.0,60.4,0.1,0.0,6.0,0.6,0.8,43.5,45.8,0.3,0.0,3.8,3.1,1.6,55.1,680.0,0.0,69.0,24.0,31.0,62.0,360.0,79.3,24.0,0.9,4.5,0.3,3.2,68.8,46.3,1.7,8.4,0.3,3.0,637.0,513.0,5.0,16.0,0.0,37.0,78.3,0.0,4.5,4.6,1.6,29.4,1.6,0.4,0.1,13.2,0,0.0,0.0,62.1,5.3,1.3,1.7,0.6,25.3,2.1,0.6,0.0,0.0,0,0.1,8.8,480.0,0.0,34.0,47.0,18.0,215.0,55.0,1.0,0.0,50.0,0,0.0,75.0,5.21,2.77,2.03,21.6,0.2,0.08,0.1,2.5,5.79,2.47,2.0,19.5,0.23,0.05,0.07,1.25,1034.0,有,有
1066,2024,416.0,40.5,0.8,0.0,8.1,1.9,9.2,19.4,68.0,0.1,0.0,4.7,0.0,2.8,3.1,338.0,1.0,16.0,161.0,8.0,22.0,516.0,56.4,21.8,2.5,21.3,0.0,0.0,58.9,71.5,3.9,1.7,0.2,0.0,350.0,415.0,18.0,0.0,4.0,89.0,54.6,1.1,2.8,2.1,1.3,24.0,0.0,0.3,0.0,2.0,0,0.1,3.8,54.3,0.0,4.0,0.6,2.2,33.4,0.0,0.7,0.0,0.0,0,0.6,0.0,603.0,0.0,62.0,70.0,0.0,318.0,0.0,1.0,0.0,82.0,0,5.0,8.0,5.31,2.77,2.0,21.9,0.35,0.09,0.06,2.1,4.2,2.89,2.03,23.3,0.2,0.07,0.07,1.46,1069.0,有,有
1067,2024,289.0,35.4,0.1,7.2,0.0,1.5,2.6,28.3,66.9,0.0,8.2,0.0,2.6,4.2,35.8,371.0,6.0,117.0,4.0,0.0,39.0,483.0,67.4,34.4,2.0,2.9,0.0,5.9,44.5,20.8,2.3,7.3,0.3,14.2,503.0,357.0,13.0,0.0,5.0,0.0,37.4,3.0,2.9,1.9,3.2,23.2,0.0,0.2,0.0,0.0,0,0.0,4.5,76.7,0.4,2.4,12.5,0.0,42.4,0.0,0.0,0.0,0.0,0,0.4,0.0,788.0,15.0,0.0,52.0,6.0,148.0,3.0,0.0,1.0,0.0,0,1.0,89.0,5.29,2.77,2.02,23.8,0.24,0.1,0.08,2.5,5.02,2.72,2.2,18.7,0.25,0.07,0.08,0.63,1114.0,有,有
1068,2024,768.0198941017236,87.82950462194027,0.4036252221409264,0.09107631949341762,3.450214935390085,0.03645863259869425,11.772890845432782,53.104564352962306,24.68169993126048,0.00023135798215918565,0.07437099554241557,2.5290466141787094,0.2284229929732566,3.1939765034910503,15.295167826526939,748.7516550928187,2.0319697452923733,0.0,0.0,11.071752802203582,0.0,580.9618508560708,60.33611526099642,32.01220637996602,0.0,0.3976427350496607,0.0,0.0,64.9687623649145,29.526828545995883,0.0,5.998570756210227,0.11240209005574577,3.308918827365831,514.7995869781256,363.11337508092123,49.40528182491825,91.76174683173227,0.17221489454408292,16.653547933478983,56.727999552299075,0.03474861535136705,1.5640889344277997,0.7466743570649063,0.0,34.78488217767104,0.0,0.2040073732757999,0.001731705573473129,12.380268179301948,0,0.173406649501265,5.193248899208449,52.1061663667805,7.317414320604048,6.4743545159937,4.287266120797341,1.5966806696127285,18.778378558270894,0.05236788775011041,0.0,0.3021164311635,6.470254969257499,0,0.11099300548773927,0.09460291584182406,510.7499836540903,42.56354607835624,63.5253970551939,67.42604861221777,16.3800290929995,266.306285049072,15.34709258292386,0.09035971288679802,2.0104476185747906,1.2320422918684641,0,7.144233955188235,69.15839051971935,5.142762826265172,2.7322780011770855,2.0124365226588394,24.35316943033032,0.3407396092579631,0.10981043116104584,0.09955013790526865,2.210691523488296,4.348375235034747,2.89,2.198412364873335,22.494684622702454,0.24302269781643684,0.060229510552201895,0.08076550822671197,1.4655948066854652,1055.3871427654528,有,有
1069,2024,159.76759923847663,37.84892553530577,0.2154283121579821,11.325161503472524,4.888569892830341,0.0005730667293093539,5.644988115946581,43.022508516415776,57.176544183394114,0.20751173362115752,4.852914250970978,16.066005745345322,0.5093904411854078,5.385687827185837,34.89698589533336,481.053378356286,1.2289709867271232,45.32300589763472,3.171167443039459,5.828100247037138,66.46681979614901,414.60458300345823,46.4739368453068,51.33492582914297,0.03422949103436561,10.185306360510504,0.0022508078330221596,13.674141926335885,76.20794629696569,52.682547263021895,3.5254718594396235,0.23615345127185156,0.013316428235264879,0.4576300949120289,219.87744445329923,424.299215324505,0.0551712680231032,10.214315420127459,5.137115028343998,17.94032839451973,55.795731988740506,5.969418664451892,2.916383090267383,0.08193515035681923,1.4995603678184497,11.214919743603414,2.128872443386824,0.29824902054813524,0.09989621861871684,0.07235544974565063,0,0.2066686743915472,0.0,65.05494025618243,2.771479611387552,5.40087413240473,6.989739059640889,2.2172668835800433,33.98814446672174,0.0,0.2754234986053498,0.0,6.3230392386922745,0,0.2991543595350175,0.29720541474819806,584.139028718677,58.89875283837353,2.6569959926103848,5.37762037836355,10.384279922389885,416.65339836283925,0.0,0.0,2.1780069335689003,0.0,0,0.0,3.001388604797359,5.234489787616949,2.7017216173452194,2.0433354947451297,23.697821449428822,0.4508347043293652,0.0712038658415773,0.07032356550444907,2.794071575060869,4.647355517373611,2.676450184704121,1.5624793571459485,19.229172682585034,0.1503533979875586,0.08982269783320793,0.049664327051900874,1.7669786924767206,1083.8847251672482,有,有
1070,2024,1020.457510531918,74.90270085739515,0.0,1.9393512459874147,0.0,2.364065447348599,0.5218061848688877,19.41828595049677,80.54147723037606,0.0,2.405157439290299,4.162358125138839,1.8844848946808708,7.861566689775756,50.546892500116776,617.3529571033913,0.09610783759807316,85.54472469822574,82.67240730995141,22.013957348073614,75.01512280051061,316.1586958042833,79.97904275932741,52.20920425897458,1.843051136167146,5.949587508416371,0.00256132288145537,0.0,51.70010240908281,39.18990807025581,0.13179321658560927,0.05473336857904285,0.007165449039930841,0.4660014691132612,415.43683580030984,334.99603346719044,0.3910755632719202,125.30064645199288,0.0,65.9604271501838,50.17434763163506,8.49765391373778,3.481622801739878,6.1123987461099984,1.4933251118255282,23.99404013203675,0.5401828364907392,0.10922279380284639,0.19612378272900188,0.04151959841473596,0,0.5935654571976098,8.041703839989854,67.03925383778407,2.7692072189157892,0.0,5.964930491879087,0.43151123060058183,38.90578439444759,2.030907138888777,0.09864683910167484,0.0,5.550378392593671,0,0.0,18.47121425197469,420.99788268469774,0.0,73.34051538453963,0.0,20.221153318473842,335.6387266502177,33.952126619872345,0.9952263815296256,2.0219124318381843,37.00777878905607,0,2.9950085701353637,99.49260635045694,5.313676645294357,2.7379116206236067,2.0211142256626364,22.72947338540259,0.3614073273168803,0.07102799158880267,0.10852681165304141,1.883902880063078,5.79,1.682286068185093,1.498175680548673,13.933515551054622,0.26504731320007807,0.0693102173811333,0.07735704692517763,1.5971910799803346,1083.4100336688268,有,有
1071,2024,204.5906787396883,71.85296651475646,0.31569521249639215,10.358053933745,18.540760485107665,0.28833508021469095,3.8831691158389514,22.13148405684467,46.509127852281274,0.2035707026603484,0.0,3.1835620684928085,2.5605469732134156,0.0,16.077980445231983,794.9064365931133,0.0,0.0,0.0,0.21277736189817698,29.03056173317488,295.43781884725365,68.8367006100228,38.56275631210077,3.8193973219955972,1.5963609725578845,0.5162014094898493,5.7902626506866355,39.86546650766884,45.094709602978,1.0167756095176799,15.84062440144891,0.2871774605739782,6.103115293309256,514.4264981467898,696.5829197168466,0.0,63.644223778143235,2.1677119744293436,65.03124666871297,57.930161863702715,0.060374770793726364,0.5020141290352789,1.7104017261473556,1.6743215514548377,32.6884129327256,0.0,0.4111095500450959,0.001391263097325068,2.2546257430793566,0,0.28199094380949224,11.367172331441894,61.835322923332306,4.0355521041398195,0.6850810563386146,5.234998401794801,0.03901489555763641,18.427105805970054,1.132796014715176,0.014337348510294856,0.1063279621929793,8.119721951325172,0,0.0016896770178378975,3.7373077710819738,516.921462783754,64.88147453904845,0.736682836096063,42.90136462257521,22.9687027100756,261.8798123573103,0.0,3.002668825870641,0.0,0.7554574930480082,0,1.0067630439839235,22.05246135748508,5.264161797583274,2.640990016107775,1.9982584027981978,22.966528347194554,0.27596045350905724,0.0914027952341455,0.0895873306763386,2.1935898526771225,5.780752653796534,1.7013753691445106,1.6563113606325097,18.484128074608673,0.16718714866491124,0.08095711574942589,0.04965922218037368,1.237176771946543,1034.729735699665,有,有
